gt,pred,rouge1,rouge2,rougeL,bleu,meteor,wer
and when your sorrow is comforted time soothes all sorrows you will be content that you have known me,extraordinary i to said your no goodbye in so i said all i is now which said man thought,0.15789473684210525,0.0,0.10526315789473684,8.726094729337945e-232,0.07894736842105263,1.0
you will always be my friend,extraordinary i to said your no,0.0,0.0,0.0,1.1640469867513693e-231,0.0,1.0
you will want to laugh with me,extraordinary i to said your no goodbye,0.14285714285714285,0.0,0.14285714285714285,1.1200407237786664e-231,0.07142857142857142,1.0
and you will sometimes open your window so for that pleasure and your friends will be properly astonished to see you laughing as you look up at the sky,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns,0.13793103448275862,0.0,0.10344827586206896,7.850707993042515e-232,0.08620689655172414,0.9655172413793104
then you will say to them yes the stars always make me laugh and they will think you are crazy,extraordinary i to said your no goodbye in so i said all i is now which said man thought i,0.05000000000000001,0.0,0.05000000000000001,8.614911585158347e-232,0.10000000000000002,1.0
it will be a very shabby trick that i shall have played on you and he laughed again,extraordinary i to said your no goodbye in so i said all i is now which said man,0.05555555555555555,0.0,0.05555555555555555,8.844844403089352e-232,0.05555555555555555,1.0
it will be as if in place of the stars i had given you a great number of little bells that knew how to laugh and he laughed again,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns,0.20689655172413793,0.0,0.10344827586206896,7.850707993042515e-232,0.1206896551724138,1.0
then he quickly became serious tonight you know do not come said the little prince,extraordinary i to said your no goodbye in so i said all i is now,0.06666666666666667,0.0,0.06666666666666667,9.257324954728539e-232,0.06666666666666667,1.0
i shall not leave you i said,extraordinary i to said your no goodbye,0.2857142857142857,0.0,0.2857142857142857,1.1200407237786664e-231,0.14285714285714285,1.0
i shall look as if i were suffering,extraordinary i to said your no goodbye in,0.125,0.0,0.125,9.55980462367717e-232,0.0625,1.0
i shall look a little as if i were dying,extraordinary i to said your no goodbye in so i,0.20000000000000004,0.0,0.20000000000000004,1.0244914152188952e-231,0.10000000000000002,1.0
it is like that,extraordinary i to said,0.0,0.0,0.0,1.2882297539194154e-231,0.0,1.0
do not come to see that,extraordinary i to said your no,0.16666666666666666,0.0,0.16666666666666666,0.0,0.08333333333333333,1.0
it is not worth the trouble i shall not leave you but he was worried,extraordinary i to said your no goodbye in so i said all i is now,0.13333333333333333,0.0,0.06666666666666667,9.257324954728539e-232,0.06666666666666667,1.0
i tell you it is also because of the snake,extraordinary i to said your no goodbye in so i,0.10000000000000002,0.0,0.10000000000000002,1.0244914152188952e-231,0.10000000000000002,1.0
he must not bite you,extraordinary i to said your,0.0,0.0,0.0,1.2183324802375697e-231,0.0,1.0
snakes they are malicious creatures,extraordinary i to said your,0.0,0.0,0.0,1.2183324802375697e-231,0.0,1.0
this one might bite you just for fun i shall not leave you but a thought came to reassure him it is true that they have no more poison for a second bite that night i did not see him set out on his way,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble funny much shop asked out own you millions stars way was without to in,0.24444444444444444,0.0,0.13333333333333333,7.03404585427606e-232,0.15555555555555556,1.0
he got away from me without making a sound,extraordinary i to said your no goodbye in so,0.0,0.0,0.0,1.0518351895246305e-231,0.0,1.0
when i succeeded in catching up with him he was walking along with a quick and resolute step,extraordinary i to said your no goodbye in so i said all i is now which said man,0.1111111111111111,0.0,0.1111111111111111,8.844844403089352e-232,0.05555555555555555,0.9444444444444444
he said to me merely ah,extraordinary i to said your no,0.3333333333333333,0.0,0.16666666666666666,1.1640469867513693e-231,0.16666666666666666,0.8333333333333334
you are there and he took me by the hand,extraordinary i to said your no goodbye in so i,0.0,0.0,0.0,0.0,0.0,1.0
but he was still worrying,extraordinary i to said your,0.0,0.0,0.0,1.2183324802375697e-231,0.0,1.0
it was wrong of you to come,extraordinary i to said your no goodbye,0.14285714285714285,0.0,0.14285714285714285,1.1200407237786664e-231,0.07142857142857142,1.0
you will suffer,extraordinary i to,0.0,0.0,0.0,1.384292958842266e-231,0.0,1.0
i shall look as if i were dead and that will not be true i said nothing,extraordinary i to said your no goodbye in so i said all i is now which said,0.23529411764705882,0.0625,0.23529411764705882,8.972141065609098e-232,0.14705882352941177,0.9411764705882353
you understand it is too far,extraordinary i to said your no,0.0,0.0,0.0,1.1640469867513693e-231,0.0,1.0
i cannot carry this body with me,extraordinary i to said your no goodbye,0.14285714285714285,0.0,0.14285714285714285,1.1200407237786664e-231,0.07142857142857142,1.0
it is too heavy i said nothing,extraordinary i to said your no goodbye,0.2857142857142857,0.0,0.2857142857142857,1.1200407237786664e-231,0.14285714285714285,1.0
but it will be like an old abandoned shell,extraordinary i to said your no goodbye in so,0.0,0.0,0.0,1.0518351895246305e-231,0.0,1.0
there is nothing sad about old shells i said nothing,extraordinary i to said your no goodbye in so i,0.20000000000000004,0.0,0.20000000000000004,1.0244914152188952e-231,0.10000000000000002,1.0
he was a little discouraged,extraordinary i to said your,0.0,0.0,0.0,9.97486269044271e-232,0.0,1.0
but he made one more effort you know it will be very nice,extraordinary i to said your no goodbye in so i said all i,0.0,0.0,0.0,9.594503055152632e-232,0.038461538461538464,1.0
i too shall look at the stars,extraordinary i to said your no goodbye,0.14285714285714285,0.0,0.14285714285714285,1.1200407237786664e-231,0.07142857142857142,1.0
all the stars will be wells with a rusty pulley,extraordinary i to said your no goodbye in so i,0.0,0.0,0.0,1.0244914152188952e-231,0.0,1.0
all the stars will pour out fresh water for me to drink i said nothing,extraordinary i to said your no goodbye in so i said all i is now,0.26666666666666666,0.07142857142857142,0.20000000000000004,9.257324954728539e-232,0.13333333333333333,0.9333333333333333
that will be so amusing,extraordinary i to said your,0.0,0.0,0.0,1.2183324802375697e-231,0.0,1.0
you will have five hundred million little bells and i shall have five hundred million springs of fresh water and he too said nothing more because he was crying here it is,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble funny,0.15625,0.0,0.125,9.109159947227211e-232,0.078125,0.96875
let me go on by myself and he sat down because he was afraid,extraordinary i to said your no goodbye in so i said all i is,0.0,0.0,0.0,9.418382295637229e-232,0.0,1.0
then he said again you know my flower,extraordinary i to said your no goodbye in,0.125,0.0,0.125,1.0832677820940877e-231,0.0625,1.0
i am responsible for her,extraordinary i to said your,0.20000000000000004,0.0,0.20000000000000004,1.2183324802375697e-231,0.10000000000000002,1.0
and she is so weak,extraordinary i to said your,0.0,0.0,0.0,1.2183324802375697e-231,0.0,1.0
she has four thorns of no use at all to protect herself against all the world i too sat down because i was not able to stand up any longer,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on,0.26666666666666666,0.0,0.13333333333333333,7.784451369270533e-232,0.15,0.9666666666666667
there now that is all he still hesitated a little then he got up,extraordinary i to said your no goodbye in so i said all i is,0.14285714285714285,0.0,0.07142857142857142,9.418382295637229e-232,0.10714285714285715,1.0
